y_true,y_phys,y_nn,y_total,substrate
0.488842,7.8115253,-2.2697399,5.5417852,SiN
12.20772,7.66669,5.5903945,13.257084,Si
15.9068,7.66669,5.5903945,13.257084,Si
13.8504,7.66669,5.5903945,13.257084,Si
14.36336,7.66669,5.5903945,13.257084,Si
14.54602,7.66669,5.5903945,13.257084,Si
12.58248,7.877037,-1.1185373,6.7584996,SiO2
11.04892,7.877037,-1.1185373,6.7584996,SiO2
7.66062,7.877037,-1.1185373,6.7584996,SiO2
10.2345,7.877037,-1.1185373,6.7584996,SiO2
9.6047,7.877037,-1.1185373,6.7584996,SiO2
7.02804,7.877037,-1.1185373,6.7584996,SiO2
6.78374,7.877037,-1.1185373,6.7584996,SiO2
7.15546,7.877037,-1.1185373,6.7584996,SiO2
8.6519,7.877037,-1.1185373,6.7584996,SiO2
7.59466,7.877037,-1.1185373,6.7584996,SiO2
4.04064,7.7612696,-0.29897568,7.462294,SiN
2.40426,7.7612696,-0.29897568,7.462294,SiN
4.8765,7.7612696,-0.29897568,7.462294,SiN
2.83126,7.7612696,-0.29897568,7.462294,SiN
3.3382,7.7612696,-0.29897568,7.462294,SiN
26.229,7.6428733,16.155684,23.798557,Si
23.8522,7.6428733,16.155684,23.798557,Si
24.6066,7.6428733,16.155684,23.798557,Si
24.3796,7.6428733,16.155684,23.798557,Si
24.6118,7.6428733,16.155684,23.798557,Si
15.88576,7.8402686,3.1115944,10.951863,SiO2
17.4937,7.8402686,3.1115944,10.951863,SiO2
16.15744,7.8402686,3.1115944,10.951863,SiO2
17.76926,7.8402686,3.1115944,10.951863,SiO2
17.74274,7.8402686,3.1115944,10.951863,SiO2
14.63294,7.8402686,3.1115944,10.951863,SiO2
12.91862,7.8402686,3.1115944,10.951863,SiO2
13.4675,7.8402686,3.1115944,10.951863,SiO2
14.28236,7.8402686,3.1115944,10.951863,SiO2
15.18988,7.8402686,3.1115944,10.951863,SiO2
11.7033,7.719891,9.64396,17.363852,SiN
7.19774,7.719891,9.64396,17.363852,SiN
7.30576,7.719891,9.64396,17.363852,SiN
6.9311,7.719891,9.64396,17.363852,SiN
6.98736,7.719891,9.64396,17.363852,SiN
34.2312,7.625987,22.76156,30.387547,Si
33.8694,7.625987,22.76156,30.387547,Si
31.6876,7.625987,22.76156,30.387547,Si
30.6562,7.625987,22.76156,30.387547,Si
29.3746,7.625987,22.76156,30.387547,Si
28.4616,7.811832,10.015067,17.826899,SiO2
29.7862,7.811832,10.015067,17.826899,SiO2
28.5392,7.811832,10.015067,17.826899,SiO2
26.8852,7.811832,10.015067,17.826899,SiO2
26.8196,7.811832,10.015067,17.826899,SiO2
24.709,7.811832,10.015067,17.826899,SiO2
23.4122,7.811832,10.015067,17.826899,SiO2
25.0266,7.811832,10.015067,17.826899,SiO2
21.837,7.811832,10.015067,17.826899,SiO2
22.3422,7.811832,10.015067,17.826899,SiO2
12.74338,7.685251,23.145561,30.830812,SiN
13.85362,7.685251,23.145561,30.830812,SiN
11.70418,7.685251,23.145561,30.830812,SiN
14.77422,7.685251,23.145561,30.830812,SiN
12.36902,7.685251,23.145561,30.830812,SiN
42.6568,7.6161394,27.148619,34.76476,Si
38.7918,7.6161394,27.148619,34.76476,Si
39.1844,7.6161394,27.148619,34.76476,Si
37.6314,7.6161394,27.148619,34.76476,Si
37.8394,7.6161394,27.148619,34.76476,Si
38.5232,7.789191,15.011343,22.800533,SiO2
35.9692,7.789191,15.011343,22.800533,SiO2
40.5932,7.789191,15.011343,22.800533,SiO2
43.5476,7.789191,15.011343,22.800533,SiO2
39.715,7.789191,15.011343,22.800533,SiO2
32.6868,7.789191,15.011343,22.800533,SiO2
32.5218,7.789191,15.011343,22.800533,SiO2
30.0376,7.789191,15.011343,22.800533,SiO2
31.1354,7.789191,15.011343,22.800533,SiO2
29.0422,7.789191,15.011343,22.800533,SiO2
17.73802,7.587976,17.268942,24.856918,Si
18.43678,7.587976,17.268942,24.856918,Si
17.8232,7.587976,17.268942,24.856918,Si
19.2218,7.587976,17.268942,24.856918,Si
19.56214,7.587976,17.268942,24.856918,Si
24.0026,7.7587028,11.3685255,19.127228,SiO2
20.7318,7.7587028,11.3685255,19.127228,SiO2
20.0544,7.7587028,11.3685255,19.127228,SiO2
18.85614,7.7587028,11.3685255,19.127228,SiO2
19.58424,7.7587028,11.3685255,19.127228,SiO2
31.288,7.696369,20.30119,27.997559,SiN
36.3638,7.696369,20.30119,27.997559,SiN
31.4274,7.696369,20.30119,27.997559,SiN
34.8918,7.696369,20.30119,27.997559,SiN
31.7296,7.696369,20.30119,27.997559,SiN
16.53868,7.625724,15.148597,22.77432,Si
17.73464,7.625724,15.148597,22.77432,Si
17.14824,7.625724,15.148597,22.77432,Si
17.47604,7.625724,15.148597,22.77432,Si
16.78842,7.625724,15.148597,22.77432,Si
19.37096,7.8206267,12.449086,20.269712,SiO2
18.74808,7.8206267,12.449086,20.269712,SiO2
20.5426,7.8206267,12.449086,20.269712,SiO2
18.64482,7.8206267,12.449086,20.269712,SiO2
18.37536,7.8206267,12.449086,20.269712,SiO2
33.2806,7.744315,22.436209,30.180523,SiN
36.1206,7.744315,22.436209,30.180523,SiN
32.7066,7.744315,22.436209,30.180523,SiN
35.5364,7.744315,22.436209,30.180523,SiN
33.1896,7.744315,22.436209,30.180523,SiN
22.4338,7.6589394,11.655454,19.314392,Si
21.5768,7.6589394,11.655454,19.314392,Si
20.9564,7.6589394,11.655454,19.314392,Si
20.0002,7.6589394,11.655454,19.314392,Si
18.0265,7.6589394,11.655454,19.314392,Si
22.568,7.878943,12.415976,20.294918,SiO2
23.2146,7.878943,12.415976,20.294918,SiO2
22.3134,7.878943,12.415976,20.294918,SiO2
23.3308,7.878943,12.415976,20.294918,SiO2
23.3734,7.878943,12.415976,20.294918,SiO2
34.0322,7.789174,22.85432,30.643494,SiN
35.2726,7.789174,22.85432,30.643494,SiN
35.0236,7.789174,22.85432,30.643494,SiN
39.667,7.789174,22.85432,30.643494,SiN
38.8788,7.789174,22.85432,30.643494,SiN
17.97366,7.687706,6.107914,13.79562,Si
17.57862,7.687706,6.107914,13.79562,Si
19.44608,7.687706,6.107914,13.79562,Si
18.95934,7.687706,6.107914,13.79562,Si
19.1414,7.687706,6.107914,13.79562,Si
19.40132,7.9331293,11.135591,19.06872,SiO2
18.26042,7.9331293,11.135591,19.06872,SiO2
17.88844,7.9331293,11.135591,19.06872,SiO2
20.1392,7.9331293,11.135591,19.06872,SiO2
19.77268,7.9331293,11.135591,19.06872,SiO2
31.3326,7.830635,21.607471,29.438107,SiN
31.9792,7.830635,21.607471,29.438107,SiN
31.3248,7.830635,21.607471,29.438107,SiN
31.794,7.830635,21.607471,29.438107,SiN
33.718,7.830635,21.607471,29.438107,SiN
15.7184,7.9828835,7.6617317,15.644615,SiO2
15.82,7.9828835,7.6617317,15.644615,SiO2
14.982,7.9828835,7.6617317,15.644615,SiO2
17.50976,7.9828835,7.6617317,15.644615,SiO2
16.76778,7.9828835,7.6617317,15.644615,SiO2
25.8048,7.8685417,17.929182,25.797724,SiN
27.1182,7.8685417,17.929182,25.797724,SiN
16.6485,7.8077893,12.690477,20.498266,SiO2
17.12974,7.8077893,12.690477,20.498266,SiO2
19.73136,7.8077893,12.690477,20.498266,SiO2
17.41968,7.8077893,12.690477,20.498266,SiO2
19.91218,7.8077893,12.690477,20.498266,SiO2
32.1708,7.7207017,21.59231,29.313011,SiN
35.0944,7.7207017,21.59231,29.313011,SiN
32.7128,7.7207017,21.59231,29.313011,SiN
32.313,7.7207017,21.59231,29.313011,SiN
30.5248,7.7207017,21.59231,29.313011,SiN
21.4168,7.8659067,15.843312,23.709219,SiO2
20.4046,7.8659067,15.843312,23.709219,SiO2
21.6992,7.8659067,15.843312,23.709219,SiO2
21.2156,7.8659067,15.843312,23.709219,SiO2
21.7202,7.8659067,15.843312,23.709219,SiO2
34.1348,7.774823,22.538488,30.313313,SiN
33.4558,7.774823,22.538488,30.313313,SiN
34.2574,7.774823,22.538488,30.313313,SiN
35.4786,7.774823,22.538488,30.313313,SiN
35.6206,7.774823,22.538488,30.313313,SiN
19.25668,7.908701,17.046778,24.955479,SiO2
22.4764,7.908701,17.046778,24.955479,SiO2
21.023,7.908701,17.046778,24.955479,SiO2
20.8722,7.908701,17.046778,24.955479,SiO2
21.497,7.908701,17.046778,24.955479,SiO2
36.5604,7.8134923,22.040466,29.853958,SiN
36.5642,7.8134923,22.040466,29.853958,SiN
35.666,7.8134923,22.040466,29.853958,SiN
37.0884,7.8134923,22.040466,29.853958,SiN
36.4574,7.8134923,22.040466,29.853958,SiN
21.0058,7.9396486,16.536444,24.476093,SiO2
21.6458,7.9396486,16.536444,24.476093,SiO2
20.277,7.9396486,16.536444,24.476093,SiO2
20.866,7.9396486,16.536444,24.476093,SiO2
21.1608,7.9396486,16.536444,24.476093,SiO2
33.3764,7.840785,20.09489,27.935677,SiN
31.477,7.840785,20.09489,27.935677,SiN
32.5958,7.840785,20.09489,27.935677,SiN
32.8008,7.840785,20.09489,27.935677,SiN
30.5206,7.840785,20.09489,27.935677,SiN
19.10812,7.9614315,14.439085,22.400517,SiO2
16.1906,7.9614315,14.439085,22.400517,SiO2
18.092,7.9614315,14.439085,22.400517,SiO2
16.22554,7.9614315,14.439085,22.400517,SiO2
17.79686,7.9614315,14.439085,22.400517,SiO2
25.524,7.8596153,16.463371,24.322987,SiN
24.706,7.8596153,16.463371,24.322987,SiN
26.3356,7.8596153,16.463371,24.322987,SiN
25.718,7.8596153,16.463371,24.322987,SiN
26.4666,7.8596153,16.463371,24.322987,SiN
25.3203,11.934118,14.548534,26.482653,Si
27.19375,11.934118,14.548534,26.482653,Si
22.61605,11.934118,14.548534,26.482653,Si
21.5147,11.934118,14.548534,26.482653,Si
21.47195,11.934118,14.548534,26.482653,Si
31.8369,11.643218,19.834867,31.478085,SiO2
29.3008,11.643218,19.834867,31.478085,SiO2
28.6305,11.643218,19.834867,31.478085,SiO2
29.00185,11.643218,19.834867,31.478085,SiO2
25.6414,11.643218,19.834867,31.478085,SiO2
38.97395,11.877785,28.55044,40.428223,SiN
38.54755,11.877785,28.55044,40.428223,SiN
39.68105,11.877785,28.55044,40.428223,SiN
39.54925,11.877785,28.55044,40.428223,SiN
40.4097,11.877785,28.55044,40.428223,SiN
40.5571,11.877785,28.55044,40.428223,SiN
33.1009,11.877785,28.55044,40.428223,SiN
40.6015,11.877785,28.55044,40.428223,SiN
41.78045,11.877785,28.55044,40.428223,SiN
35.2296,11.877785,28.55044,40.428223,SiN
26.77785,11.903675,15.92533,27.829006,Si
25.0246,11.903675,15.92533,27.829006,Si
26.14845,11.903675,15.92533,27.829006,Si
24.671,11.903675,15.92533,27.829006,Si
25.21815,11.903675,15.92533,27.829006,Si
32.0668,11.625745,20.332794,31.958538,SiO2
29.0634,11.625745,20.332794,31.958538,SiO2
30.3933,11.625745,20.332794,31.958538,SiO2
29.5283,11.625745,20.332794,31.958538,SiO2
29.01755,11.625745,20.332794,31.958538,SiO2
38.6134,11.861959,28.025785,39.887745,SiN
37.442,11.861959,28.025785,39.887745,SiN
42.92705,11.861959,28.025785,39.887745,SiN
41.2033,11.861959,28.025785,39.887745,SiN
39.5361,11.861959,28.025785,39.887745,SiN
40.67475,11.861959,28.025785,39.887745,SiN
40.287,11.861959,28.025785,39.887745,SiN
38.92415,11.861959,28.025785,39.887745,SiN
37.0807,11.861959,28.025785,39.887745,SiN
47.51445,11.861959,28.025785,39.887745,SiN
28.62725,11.8846445,17.029049,28.913692,Si
26.3297,11.8846445,17.029049,28.913692,Si
28.15445,11.8846445,17.029049,28.913692,Si
27.2043,11.8846445,17.029049,28.913692,Si
26.73065,11.8846445,17.029049,28.913692,Si
31.38645,11.611096,20.644585,32.25568,SiO2
27.2362,11.611096,20.644585,32.25568,SiO2
29.83145,11.611096,20.644585,32.25568,SiO2
34.6509,11.611096,20.644585,32.25568,SiO2
30.51855,11.611096,20.644585,32.25568,SiO2
44.1654,11.847889,27.42875,39.276638,SiN
43.6862,11.847889,27.42875,39.276638,SiN
41.0832,11.847889,27.42875,39.276638,SiN
41.02575,11.847889,27.42875,39.276638,SiN
43.8372,11.847889,27.42875,39.276638,SiN
41.86815,11.847889,27.42875,39.276638,SiN
43.55255,11.847889,27.42875,39.276638,SiN
46.8896,11.847889,27.42875,39.276638,SiN
39.88,11.847889,27.42875,39.276638,SiN
42.23325,11.847889,27.42875,39.276638,SiN
26.59055,11.871719,17.910255,29.781975,Si
26.3723,11.871719,17.910255,29.781975,Si
27.09385,11.871719,17.910255,29.781975,Si
27.60815,11.871719,17.910255,29.781975,Si
31.94715,11.599123,20.805616,32.40474,SiO2
31.89055,11.599123,20.805616,32.40474,SiO2
30.97735,11.599123,20.805616,32.40474,SiO2
31.7769,11.599123,20.805616,32.40474,SiO2
30.2876,11.599123,20.805616,32.40474,SiO2
49.22335,11.835831,26.762981,38.598812,SiN
48.7411,11.835831,26.762981,38.598812,SiN
47.65955,11.835831,26.762981,38.598812,SiN
46.49715,11.835831,26.762981,38.598812,SiN
47.23415,11.835831,26.762981,38.598812,SiN
47.37435,11.835831,26.762981,38.598812,SiN
41.3151,11.835831,26.762981,38.598812,SiN
45.78925,11.835831,26.762981,38.598812,SiN
41.61115,11.835831,26.762981,38.598812,SiN
44.77055,11.835831,26.762981,38.598812,SiN
20.0787,11.862311,18.606125,30.468437,Si
24.45265,11.862311,18.606125,30.468437,Si
24.39805,11.862311,18.606125,30.468437,Si
25.0563,11.862311,18.606125,30.468437,Si
31.0841,11.862311,18.606125,30.468437,Si
31.07235,11.589522,20.840523,32.430046,SiO2
30.4015,11.589522,20.840523,32.430046,SiO2
32.6811,11.589522,20.840523,32.430046,SiO2
30.7607,11.589522,20.840523,32.430046,SiO2
31.0149,11.589522,20.840523,32.430046,SiO2
48.97125,11.82577,26.02405,37.84982,SiN
45.6691,11.82577,26.02405,37.84982,SiN
48.00825,11.82577,26.02405,37.84982,SiN
49.2549,11.82577,26.02405,37.84982,SiN
43.58875,11.82577,26.02405,37.84982,SiN
41.08055,11.82577,26.02405,37.84982,SiN
44.6494,11.82577,26.02405,37.84982,SiN
41.4522,11.82577,26.02405,37.84982,SiN
42.7156,11.82577,26.02405,37.84982,SiN
41.9839,11.82577,26.02405,37.84982,SiN
21.9119,11.855181,19.147137,31.002317,Si
22.95035,11.855181,19.147137,31.002317,Si
23.4945,11.855181,19.147137,31.002317,Si
22.48905,11.855181,19.147137,31.002317,Si
23.00835,11.855181,19.147137,31.002317,Si
34.41085,11.581959,20.76815,32.35011,SiO2
30.67855,11.581959,20.76815,32.35011,SiO2
28.14945,11.581959,20.76815,32.35011,SiO2
31.8028,11.581959,20.76815,32.35011,SiO2
27.88085,11.581959,20.76815,32.35011,SiO2
43.03255,11.8175535,25.202253,37.019806,SiN
41.3116,11.8175535,25.202253,37.019806,SiN
37.8826,11.8175535,25.202253,37.019806,SiN
48.42205,11.8175535,25.202253,37.019806,SiN
37.0473,11.8175535,25.202253,37.019806,SiN
41.0707,11.8175535,25.202253,37.019806,SiN
43.71915,11.8175535,25.202253,37.019806,SiN
43.4945,11.8175535,25.202253,37.019806,SiN
35.48595,11.8175535,25.202253,37.019806,SiN
38.51435,11.8175535,25.202253,37.019806,SiN
33.97635,11.537508,22.031189,33.568695,SiO2
26.7179,11.537508,22.031189,33.568695,SiO2
29.09445,11.537508,22.031189,33.568695,SiO2
23.86085,11.537508,22.031189,33.568695,SiO2
31.24615,11.537508,22.031189,33.568695,SiO2
34.73585,11.829982,29.48407,41.314053,SiN
35.59705,11.829982,29.48407,41.314053,SiN
39.1942,11.829982,29.48407,41.314053,SiN
36.0379,11.829982,29.48407,41.314053,SiN
37.43705,11.829982,29.48407,41.314053,SiN
32.37965,11.591051,21.871254,33.462303,SiO2
33.0148,11.591051,21.871254,33.462303,SiO2
30.4391,11.591051,21.871254,33.462303,SiO2
30.46505,11.591051,21.871254,33.462303,SiO2
32.70335,11.591051,21.871254,33.462303,SiO2
38.6134,11.866278,28.738592,40.60487,SiN
37.442,11.866278,28.738592,40.60487,SiN
42.92705,11.866278,28.738592,40.60487,SiN
41.2033,11.866278,28.738592,40.60487,SiN
39.5361,11.866278,28.738592,40.60487,SiN
25.3161,11.656458,18.01727,29.673727,SiO2
23.19705,11.656458,18.01727,29.673727,SiO2
30.1265,11.656458,18.01727,29.673727,SiO2
25.65765,11.656458,18.01727,29.673727,SiO2
28.48875,11.656458,18.01727,29.673727,SiO2
33.5096,11.910689,25.105833,37.01652,SiN
36.7867,11.910689,25.105833,37.01652,SiN
34.04215,11.910689,25.105833,37.01652,SiN
40.05005,11.910689,25.105833,37.01652,SiN
37.2839,11.910689,25.105833,37.01652,SiN
24.4996,11.687602,7.839393,19.526995,SiO2
20.5143,11.687602,7.839393,19.526995,SiO2
19.06585,11.687602,7.839393,19.526995,SiO2
19.3117,11.687602,7.839393,19.526995,SiO2
20.3668,11.687602,7.839393,19.526995,SiO2
19.7652,11.931916,18.63165,30.563568,SiN
26.0321,11.931916,18.63165,30.563568,SiN
23.8188,11.931916,18.63165,30.563568,SiN
21.7996,11.931916,18.63165,30.563568,SiN
23.77785,11.931916,18.63165,30.563568,SiN
10.51955,11.69968,-1.1136682,10.586012,SiO2
18.6744,11.69968,-1.1136682,10.586012,SiO2
15.50175,11.69968,-1.1136682,10.586012,SiO2
14.7515,11.69968,-1.1136682,10.586012,SiO2
16.7502,11.69968,-1.1136682,10.586012,SiO2
13.1444,11.940182,8.403811,20.343994,SiN
13.36925,11.940182,8.403811,20.343994,SiN
11.39935,11.940182,8.403811,20.343994,SiN
11.02375,11.940182,8.403811,20.343994,SiN
9.3441,11.940182,8.403811,20.343994,SiN
9.53695,11.778255,4.031221,15.809477,SiO2
15.8347,11.778255,4.031221,15.809477,SiO2
16.1286,11.778255,4.031221,15.809477,SiO2
11.8387,11.778255,4.031221,15.809477,SiO2
9.69365,11.778255,4.031221,15.809477,SiO2
20.96735,11.941477,12.448903,24.39038,SiN
21.6293,11.760127,13.303396,25.063522,SiO2
21.5079,11.760127,13.303396,25.063522,SiO2
21.3609,11.760127,13.303396,25.063522,SiO2
22.9569,11.760127,13.303396,25.063522,SiO2
19.89635,11.760127,13.303396,25.063522,SiO2
33.3543,11.930068,20.40899,32.339058,SiN
36.3179,11.930068,20.40899,32.339058,SiN
34.6335,11.930068,20.40899,32.339058,SiN
31.6915,11.930068,20.40899,32.339058,SiN
33.43365,11.930068,20.40899,32.339058,SiN
22.1703,11.72147,18.130924,29.852394,SiO2
23.69775,11.72147,18.130924,29.852394,SiO2
23.2873,11.72147,18.130924,29.852394,SiO2
23.95165,11.72147,18.130924,29.852394,SiO2
23.9897,11.72147,18.130924,29.852394,SiO2
39.29495,11.905121,24.858988,36.764107,SiN
37.4009,11.905121,24.858988,36.764107,SiN
37.2122,11.905121,24.858988,36.764107,SiN
39.43265,11.905121,24.858988,36.764107,SiN
35.6343,11.905121,24.858988,36.764107,SiN
32.38105,11.6797085,20.477968,32.157677,SiO2
32.0131,11.6797085,20.477968,32.157677,SiO2
29.5596,11.6797085,20.477968,32.157677,SiO2
29.7059,11.6797085,20.477968,32.157677,SiO2
33.12095,11.6797085,20.477968,32.157677,SiO2
45.23605,11.877254,27.418055,39.295307,SiN
44.4362,11.877254,27.418055,39.295307,SiN
47.84285,11.877254,27.418055,39.295307,SiN
48.45715,11.877254,27.418055,39.295307,SiN
46.62365,11.877254,27.418055,39.295307,SiN
27.2624,11.635058,21.40561,33.04067,SiO2
29.9035,11.635058,21.40561,33.04067,SiO2
27.46385,11.635058,21.40561,33.04067,SiO2
29.28635,11.635058,21.40561,33.04067,SiO2
26.75685,11.635058,21.40561,33.04067,SiO2
42.33405,11.846454,29.015993,40.862446,SiN
40.55675,11.846454,29.015993,40.862446,SiN
41.37805,11.846454,29.015993,40.862446,SiN
39.29645,11.846454,29.015993,40.862446,SiN
44.4569,11.846454,29.015993,40.862446,SiN
33.04125,11.641021,20.939959,32.58098,SiO2
38.7209,11.641021,20.939959,32.58098,SiO2
39.9038,11.641021,20.939959,32.58098,SiO2
36.1237,11.641021,20.939959,32.58098,SiO2
39.4574,11.641021,20.939959,32.58098,SiO2
51.9715,11.843897,28.16042,40.00432,SiN
55.069,11.843897,28.16042,40.00432,SiN
50.1295,11.843897,28.16042,40.00432,SiN
54.674,11.843897,28.16042,40.00432,SiN
49.28295,11.843897,28.16042,40.00432,SiN
34.3671,11.768045,14.8340845,26.60213,Si
33.7407,11.768045,14.8340845,26.60213,Si
34.0297,11.768045,14.8340845,26.60213,Si
33.80635,11.768045,14.8340845,26.60213,Si
41.22495,11.641021,19.910471,31.55149,SiO2
36.69935,11.641021,19.910471,31.55149,SiO2
37.10615,11.641021,19.910471,31.55149,SiO2
37.02665,11.641021,19.910471,31.55149,SiO2
38.6627,11.641021,19.910471,31.55149,SiO2
40.85425,11.843897,19.20807,31.051968,SiN
39.4821,11.843897,19.20807,31.051968,SiN
36.5128,11.843897,19.20807,31.051968,SiN
40.8099,11.843897,19.20807,31.051968,SiN
39.84125,11.843897,19.20807,31.051968,SiN
34.95495,11.641021,28.626776,40.267796,SiO2
35.5777,11.641021,28.626776,40.267796,SiO2
37.6624,11.641021,28.626776,40.267796,SiO2
37.91595,11.641021,28.626776,40.267796,SiO2
39.7991,11.641021,28.626776,40.267796,SiO2
46.1901,11.843897,22.478443,34.322342,SiN
38.9353,11.843897,22.478443,34.322342,SiN
38.23895,11.843897,22.478443,34.322342,SiN
39.6285,11.843897,22.478443,34.322342,SiN
40.52045,11.843897,22.478443,34.322342,SiN
33.5244,11.854186,14.446343,26.30053,Si
30.1459,11.854186,14.446343,26.30053,Si
33.3926,11.854186,14.446343,26.30053,Si
32.87765,11.854186,14.446343,26.30053,Si
31.4705,11.854186,14.446343,26.30053,Si
31.94945,11.854186,14.446343,26.30053,Si
28.5961,11.854186,14.446343,26.30053,Si
30.3192,11.854186,14.446343,26.30053,Si
30.3113,11.854186,14.446343,26.30053,Si
36.5851,11.618072,20.509407,32.12748,SiO2
42.99445,11.618072,20.509407,32.12748,SiO2
51.7095,11.618072,20.509407,32.12748,SiO2
37.36075,11.618072,20.509407,32.12748,SiO2
52.452,11.618072,20.509407,32.12748,SiO2
54.9145,11.618072,20.509407,32.12748,SiO2
65.4005,11.618072,20.509407,32.12748,SiO2
42.8823,11.618072,20.509407,32.12748,SiO2
59.7445,11.618072,20.509407,32.12748,SiO2
21.24175,11.887149,30.064968,41.952118,SiN
25.7204,11.887149,30.064968,41.952118,SiN
26.06585,11.887149,30.064968,41.952118,SiN
28.5546,11.887149,30.064968,41.952118,SiN
22.0708,11.887149,30.064968,41.952118,SiN
26.9819,11.887149,30.064968,41.952118,SiN
28.1486,11.887149,30.064968,41.952118,SiN
28.353,11.887149,30.064968,41.952118,SiN
27.80465,11.887149,30.064968,41.952118,SiN
23.9659,11.854186,12.612868,24.467054,Si
23.70425,11.854186,12.612868,24.467054,Si
21.81425,11.854186,12.612868,24.467054,Si
25.7581,11.854186,12.612868,24.467054,Si
24.1207,11.854186,12.612868,24.467054,Si
24.80485,11.854186,12.612868,24.467054,Si
24.9887,11.854186,12.612868,24.467054,Si
25.5683,11.854186,12.612868,24.467054,Si
22.11775,11.854186,12.612868,24.467054,Si
23.98635,11.854186,12.612868,24.467054,Si
25.6254,11.618072,23.358047,34.97612,SiO2
34.0444,11.618072,23.358047,34.97612,SiO2
31.9086,11.618072,23.358047,34.97612,SiO2
29.80185,11.618072,23.358047,34.97612,SiO2
34.8582,11.618072,23.358047,34.97612,SiO2
37.3016,11.618072,23.358047,34.97612,SiO2
32.53245,11.618072,23.358047,34.97612,SiO2
30.03365,11.618072,23.358047,34.97612,SiO2
26.449,11.618072,23.358047,34.97612,SiO2
36.2736,11.618072,23.358047,34.97612,SiO2
27.79925,11.887149,26.739586,38.626736,SiN
36.23235,11.887149,26.739586,38.626736,SiN
33.2934,11.887149,26.739586,38.626736,SiN
30.88435,11.887149,26.739586,38.626736,SiN
30.8621,11.887149,26.739586,38.626736,SiN
24.68655,11.887149,26.739586,38.626736,SiN
28.37295,11.887149,26.739586,38.626736,SiN
25.8326,11.887149,26.739586,38.626736,SiN
37.78165,11.887149,26.739586,38.626736,SiN
